national_industry_code,naics_industry_code,industry_group_code,subsector_code,sector_code,national_industry_desc,naics_industry_desc,industry_group_desc,subsector_desc,sector_desc
111335,11133,1113,111,11,Tree Nut Farming,Noncitrus Fruit and Tree Nut Farming,Fruit and Tree Nut Farming,Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111336,11133,1113,111,11,Fruit and Tree Nut Combination Farming,Noncitrus Fruit and Tree Nut Farming,Fruit and Tree Nut Farming,Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111339,11133,1113,111,11,Other Noncitrus Fruit Farming,Noncitrus Fruit and Tree Nut Farming,Fruit and Tree Nut Farming,Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111411,11141,1114,111,11,Mushroom Production,Food Crops Grown Under Cover,"Greenhouse, Nursery, and Floriculture Production",Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111419,11141,1114,111,11,Other Food Crops Grown Under Cover,Food Crops Grown Under Cover,"Greenhouse, Nursery, and Floriculture Production",Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111421,11142,1114,111,11,Nursery and Tree Production,Nursery and Floriculture Production,"Greenhouse, Nursery, and Floriculture Production",Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111422,11142,1114,111,11,Floriculture Production,Nursery and Floriculture Production,"Greenhouse, Nursery, and Floriculture Production",Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111910,11191,1119,111,11,Tobacco Farming,Tobacco Farming,Other Crop Farming,Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111920,11192,1119,111,11,Cotton Farming,Cotton Farming,Other Crop Farming,Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111930,11193,1119,111,11,Sugarcane Farming,Sugarcane Farming,Other Crop Farming,Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111940,11194,1119,111,11,Hay Farming,Hay Farming,Other Crop Farming,Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111991,11199,1119,111,11,Sugar Beet Farming,All Other Crop Farming,Other Crop Farming,Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111992,11199,1119,111,11,Peanut Farming,All Other Crop Farming,Other Crop Farming,Crop Production,"Agriculture, Forestry, Fishing and Hunting"
111998,11199,1119,111,11,All Other Miscellaneous Crop Farming,All Other Crop Farming,Other Crop Farming,Crop Production,"Agriculture, Forestry, Fishing and Hunting"
112111,11211,1121,112,11,Beef Cattle Ranching and Farming,"Beef Cattle Ranching and Farming, including Feedlots",Cattle Ranching and Farming,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112112,11211,1121,112,11,Cattle Feedlots,"Beef Cattle Ranching and Farming, including Feedlots",Cattle Ranching and Farming,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112120,11212,1121,112,11,Dairy Cattle and Milk Production,Dairy Cattle and Milk Production,Cattle Ranching and Farming,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112130,11213,1121,112,11,Dual-Purpose Cattle Ranching and Farming,Dual-Purpose Cattle Ranching and Farming,Cattle Ranching and Farming,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112210,11221,1122,112,11,Hog and Pig Farming,Hog and Pig Farming,Hog and Pig Farming,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112310,11231,1123,112,11,Chicken Egg Production,Chicken Egg Production,Poultry and Egg Production,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112320,11232,1123,112,11,Broilers and Other Meat Type Chicken Production,Broilers and Other Meat Type Chicken Production,Poultry and Egg Production,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112330,11233,1123,112,11,Turkey Production,Turkey Production,Poultry and Egg Production,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112340,11234,1123,112,11,Poultry Hatcheries,Poultry Hatcheries,Poultry and Egg Production,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112390,11239,1123,112,11,Other Poultry Production,Other Poultry Production,Poultry and Egg Production,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112410,11241,1124,112,11,Sheep Farming,Sheep Farming,Sheep and Goat Farming,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112420,11242,1124,112,11,Goat Farming,Goat Farming,Sheep and Goat Farming,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112511,11251,1125,112,11,Finfish Farming and Fish Hatcheries,Aquaculture,Aquaculture,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112512,11251,1125,112,11,Shellfish Farming,Aquaculture,Aquaculture,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112519,11251,1125,112,11,Other Aquaculture,Aquaculture,Aquaculture,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112910,11291,1129,112,11,Apiculture,Apiculture,Other Animal Production,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112920,11292,1129,112,11,Horses and Other Equine Production,Horses and Other Equine Production,Other Animal Production,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112930,11293,1129,112,11,Fur-Bearing Animal and Rabbit Production,Fur-Bearing Animal and Rabbit Production,Other Animal Production,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
112990,11299,1129,112,11,All Other Animal Production,All Other Animal Production,Other Animal Production,Animal Production and Aquaculture,"Agriculture, Forestry, Fishing and Hunting"
113110,11311,1131,113,11,Timber Tract Operations,Timber Tract Operations,Timber Tract Operations,Forestry and Logging,"Agriculture, Forestry, Fishing and Hunting"
113210,11321,1132,113,11,Forest Nurseries and Gathering of Forest Products,Forest Nurseries and Gathering of Forest Products,Forest Nurseries and Gathering of Forest Products,Forestry and Logging,"Agriculture, Forestry, Fishing and Hunting"
113310,11331,1133,113,11,Logging,Logging,Logging,Forestry and Logging,"Agriculture, Forestry, Fishing and Hunting"
114111,11411,1141,114,11,Finfish Fishing,Fishing,Fishing,"Fishing, Hunting and Trapping","Agriculture, Forestry, Fishing and Hunting"
114112,11411,1141,114,11,Shellfish Fishing,Fishing,Fishing,"Fishing, Hunting and Trapping","Agriculture, Forestry, Fishing and Hunting"
114119,11411,1141,114,11,Other Marine Fishing,Fishing,Fishing,"Fishing, Hunting and Trapping","Agriculture, Forestry, Fishing and Hunting"
114210,11421,1142,114,11,Hunting and Trapping,Hunting and Trapping,Hunting and Trapping,"Fishing, Hunting and Trapping","Agriculture, Forestry, Fishing and Hunting"
115111,11511,1151,115,11,Cotton Ginning,Support Activities for Crop Production,Support Activities for Crop Production,Support Activities for Agriculture and Forestry,"Agriculture, Forestry, Fishing and Hunting"
115112,11511,1151,115,11,"Soil Preparation, Planting, and Cultivating",Support Activities for Crop Production,Support Activities for Crop Production,Support Activities for Agriculture and Forestry,"Agriculture, Forestry, Fishing and Hunting"
115113,11511,1151,115,11,"Crop Harvesting, Primarily by Machine",Support Activities for Crop Production,Support Activities for Crop Production,Support Activities for Agriculture and Forestry,"Agriculture, Forestry, Fishing and Hunting"
115114,11511,1151,115,11,Postharvest Crop Activities (except Cotton Ginning),Support Activities for Crop Production,Support Activities for Crop Production,Support Activities for Agriculture and Forestry,"Agriculture, Forestry, Fishing and Hunting"
115115,11511,1151,115,11,Farm Labor Contractors and Crew Leaders,Support Activities for Crop Production,Support Activities for Crop Production,Support Activities for Agriculture and Forestry,"Agriculture, Forestry, Fishing and Hunting"
115116,11511,1151,115,11,Farm Management Services,Support Activities for Crop Production,Support Activities for Crop Production,Support Activities for Agriculture and Forestry,"Agriculture, Forestry, Fishing and Hunting"
115210,11521,1152,115,11,Support Activities for Animal Production,Support Activities for Animal Production,Support Activities for Animal Production,Support Activities for Agriculture and Forestry,"Agriculture, Forestry, Fishing and Hunting"
115310,11531,1153,115,11,Support Activities for Forestry,Support Activities for Forestry,Support Activities for Forestry,Support Activities for Agriculture and Forestry,"Agriculture, Forestry, Fishing and Hunting"
211120,21112,2111,211,21,Crude Petroleum Extraction,Crude Petroleum Extraction,Oil and Gas Extraction,Oil and Gas Extraction,"Mining, Quarrying, and Oil and Gas Extraction"
211130,21113,2111,211,21,Natural Gas Extraction,Natural Gas Extraction,Oil and Gas Extraction,Oil and Gas Extraction,"Mining, Quarrying, and Oil and Gas Extraction"
212111,21211,2121,212,21,Bituminous Coal and Lignite Surface Mining,Coal Mining,Coal Mining,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212112,21211,2121,212,21,Bituminous Coal Underground Mining,Coal Mining,Coal Mining,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212113,21211,2121,212,21,Anthracite Mining,Coal Mining,Coal Mining,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212210,21221,2122,212,21,Iron Ore Mining,Iron Ore Mining,Metal Ore Mining,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212221,21222,2122,212,21,Gold Ore Mining,Gold Ore and Silver Ore Mining,Metal Ore Mining,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212222,21222,2122,212,21,Silver Ore Mining,Gold Ore and Silver Ore Mining,Metal Ore Mining,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212230,21223,2122,212,21,"Copper, Nickel, Lead, and Zinc Mining","Copper, Nickel, Lead, and Zinc Mining",Metal Ore Mining,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212291,21229,2122,212,21,Uranium-Radium-Vanadium Ore Mining,Other Metal Ore Mining,Metal Ore Mining,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212299,21229,2122,212,21,All Other Metal Ore Mining,Other Metal Ore Mining,Metal Ore Mining,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212311,21231,2123,212,21,Dimension Stone Mining and Quarrying,Stone Mining and Quarrying,Nonmetallic Mineral Mining and Quarrying,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212312,21231,2123,212,21,Crushed and Broken Limestone Mining and Quarrying,Stone Mining and Quarrying,Nonmetallic Mineral Mining and Quarrying,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212313,21231,2123,212,21,Crushed and Broken Granite Mining and Quarrying,Stone Mining and Quarrying,Nonmetallic Mineral Mining and Quarrying,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212319,21231,2123,212,21,Other Crushed and Broken Stone Mining and Quarrying,Stone Mining and Quarrying,Nonmetallic Mineral Mining and Quarrying,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212321,21232,2123,212,21,Construction Sand and Gravel Mining,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",Nonmetallic Mineral Mining and Quarrying,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212322,21232,2123,212,21,Industrial Sand Mining,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",Nonmetallic Mineral Mining and Quarrying,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212324,21232,2123,212,21,Kaolin and Ball Clay Mining,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",Nonmetallic Mineral Mining and Quarrying,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212325,21232,2123,212,21,Clay and Ceramic and Refractory Minerals Mining,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",Nonmetallic Mineral Mining and Quarrying,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212391,21239,2123,212,21,"Potash, Soda, and Borate Mineral Mining",Other Nonmetallic Mineral Mining and Quarrying,Nonmetallic Mineral Mining and Quarrying,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212392,21239,2123,212,21,Phosphate Rock Mining,Other Nonmetallic Mineral Mining and Quarrying,Nonmetallic Mineral Mining and Quarrying,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212393,21239,2123,212,21,Other Chemical and Fertilizer Mineral Mining,Other Nonmetallic Mineral Mining and Quarrying,Nonmetallic Mineral Mining and Quarrying,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
212399,21239,2123,212,21,All Other Nonmetallic Mineral Mining,Other Nonmetallic Mineral Mining and Quarrying,Nonmetallic Mineral Mining and Quarrying,Mining (except Oil and Gas),"Mining, Quarrying, and Oil and Gas Extraction"
213111,21311,2131,213,21,Drilling Oil and Gas Wells,Support Activities for Mining,Support Activities for Mining,Support Activities for Mining,"Mining, Quarrying, and Oil and Gas Extraction"
213112,21311,2131,213,21,Support Activities for Oil and Gas Operations,Support Activities for Mining,Support Activities for Mining,Support Activities for Mining,"Mining, Quarrying, and Oil and Gas Extraction"
213113,21311,2131,213,21,Support Activities for Coal Mining,Support Activities for Mining,Support Activities for Mining,Support Activities for Mining,"Mining, Quarrying, and Oil and Gas Extraction"
213114,21311,2131,213,21,Support Activities for Metal Mining,Support Activities for Mining,Support Activities for Mining,Support Activities for Mining,"Mining, Quarrying, and Oil and Gas Extraction"
213115,21311,2131,213,21,Support Activities for Nonmetallic Minerals (except Fuels) Mining,Support Activities for Mining,Support Activities for Mining,Support Activities for Mining,"Mining, Quarrying, and Oil and Gas Extraction"
221111,22111,2211,221,22,Hydroelectric Power Generation,Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Utilities
221112,22111,2211,221,22,Fossil Fuel Electric Power Generation,Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Utilities
221113,22111,2211,221,22,Nuclear Electric Power Generation,Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Utilities
221114,22111,2211,221,22,Solar Electric Power Generation,Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Utilities
221115,22111,2211,221,22,Wind Electric Power Generation,Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Utilities
221116,22111,2211,221,22,Geothermal Electric Power Generation,Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Utilities
221117,22111,2211,221,22,Biomass Electric Power Generation,Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Utilities
221118,22111,2211,221,22,Other Electric Power Generation,Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Utilities
221121,22112,2211,221,22,Electric Bulk Power Transmission and Control,"Electric Power Transmission, Control, and Distribution","Electric Power Generation, Transmission and Distribution",Utilities,Utilities
221122,22112,2211,221,22,Electric Power Distribution,"Electric Power Transmission, Control, and Distribution","Electric Power Generation, Transmission and Distribution",Utilities,Utilities
221210,22121,2212,221,22,Natural Gas Distribution,Natural Gas Distribution,Natural Gas Distribution,Utilities,Utilities
221310,22131,2213,221,22,Water Supply and Irrigation Systems,Water Supply and Irrigation Systems,"Water, Sewage and Other Systems",Utilities,Utilities
221320,22132,2213,221,22,Sewage Treatment Facilities,Sewage Treatment Facilities,"Water, Sewage and Other Systems",Utilities,Utilities
221330,22133,2213,221,22,Steam and Air-Conditioning Supply,Steam and Air-Conditioning Supply,"Water, Sewage and Other Systems",Utilities,Utilities
236115,23611,2361,236,23,New Single-Family Housing Construction (except For-Sale Builders),Residential Building Construction,Residential Building Construction,Construction of Buildings,Construction
236116,23611,2361,236,23,New Multifamily Housing Construction (except For-Sale Builders),Residential Building Construction,Residential Building Construction,Construction of Buildings,Construction
236117,23611,2361,236,23,New Housing For-Sale Builders,Residential Building Construction,Residential Building Construction,Construction of Buildings,Construction
236118,23611,2361,236,23,Residential Remodelers,Residential Building Construction,Residential Building Construction,Construction of Buildings,Construction
236210,23621,2362,236,23,Industrial Building Construction,Industrial Building Construction,Nonresidential Building Construction,Construction of Buildings,Construction
236220,23622,2362,236,23,Commercial and Institutional Building Construction,Commercial and Institutional Building Construction,Nonresidential Building Construction,Construction of Buildings,Construction
237110,23711,2371,237,23,Water and Sewer Line and Related Structures Construction,Water and Sewer Line and Related Structures Construction,Utility System Construction,Heavy and Civil Engineering Construction,Construction
237120,23712,2371,237,23,Oil and Gas Pipeline and Related Structures Construction,Oil and Gas Pipeline and Related Structures Construction,Utility System Construction,Heavy and Civil Engineering Construction,Construction
237130,23713,2371,237,23,Power and Communication Line and Related Structures Construction,Power and Communication Line and Related Structures Construction,Utility System Construction,Heavy and Civil Engineering Construction,Construction
237210,23721,2372,237,23,Land Subdivision,Land Subdivision,Land Subdivision,Heavy and Civil Engineering Construction,Construction
237310,23731,2373,237,23,"Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction",Heavy and Civil Engineering Construction,Construction
237990,23799,2379,237,23,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction,Heavy and Civil Engineering Construction,Construction
238110,23811,2381,238,23,Poured Concrete Foundation and Structure Contractors,Poured Concrete Foundation and Structure Contractors,"Foundation, Structure, and Building Exterior Contractors",Specialty Trade Contractors,Construction
238120,23812,2381,238,23,Structural Steel and Precast Concrete Contractors,Structural Steel and Precast Concrete Contractors,"Foundation, Structure, and Building Exterior Contractors",Specialty Trade Contractors,Construction
238130,23813,2381,238,23,Framing Contractors,Framing Contractors,"Foundation, Structure, and Building Exterior Contractors",Specialty Trade Contractors,Construction
238140,23814,2381,238,23,Masonry Contractors,Masonry Contractors,"Foundation, Structure, and Building Exterior Contractors",Specialty Trade Contractors,Construction
238150,23815,2381,238,23,Glass and Glazing Contractors,Glass and Glazing Contractors,"Foundation, Structure, and Building Exterior Contractors",Specialty Trade Contractors,Construction
238160,23816,2381,238,23,Roofing Contractors,Roofing Contractors,"Foundation, Structure, and Building Exterior Contractors",Specialty Trade Contractors,Construction
238170,23817,2381,238,23,Siding Contractors,Siding Contractors,"Foundation, Structure, and Building Exterior Contractors",Specialty Trade Contractors,Construction
238190,23819,2381,238,23,"Other Foundation, Structure, and Building Exterior Contractors","Other Foundation, Structure, and Building Exterior Contractors","Foundation, Structure, and Building Exterior Contractors",Specialty Trade Contractors,Construction
238210,23821,2382,238,23,Electrical Contractors and Other Wiring Installation Contractors,Electrical Contractors and Other Wiring Installation Contractors,Building Equipment Contractors,Specialty Trade Contractors,Construction
238220,23822,2382,238,23,"Plumbing, Heating, and Air-Conditioning Contractors","Plumbing, Heating, and Air-Conditioning Contractors",Building Equipment Contractors,Specialty Trade Contractors,Construction
238290,23829,2382,238,23,Other Building Equipment Contractors,Other Building Equipment Contractors,Building Equipment Contractors,Specialty Trade Contractors,Construction
238310,23831,2383,238,23,Drywall and Insulation Contractors,Drywall and Insulation Contractors,Building Finishing Contractors,Specialty Trade Contractors,Construction
238320,23832,2383,238,23,Painting and Wall Covering Contractors,Painting and Wall Covering Contractors,Building Finishing Contractors,Specialty Trade Contractors,Construction
238330,23833,2383,238,23,Flooring Contractors,Flooring Contractors,Building Finishing Contractors,Specialty Trade Contractors,Construction
238340,23834,2383,238,23,Tile and Terrazzo Contractors,Tile and Terrazzo Contractors,Building Finishing Contractors,Specialty Trade Contractors,Construction
238350,23835,2383,238,23,Finish Carpentry Contractors,Finish Carpentry Contractors,Building Finishing Contractors,Specialty Trade Contractors,Construction
238390,23839,2383,238,23,Other Building Finishing Contractors,Other Building Finishing Contractors,Building Finishing Contractors,Specialty Trade Contractors,Construction
238910,23891,2389,238,23,Site Preparation Contractors,Site Preparation Contractors,Other Specialty Trade Contractors,Specialty Trade Contractors,Construction
238990,23899,2389,238,23,All Other Specialty Trade Contractors,All Other Specialty Trade Contractors,Other Specialty Trade Contractors,Specialty Trade Contractors,Construction
311111,31111,3111,311,31-33,Dog and Cat Food Manufacturing,Animal Food Manufacturing,Animal Food Manufacturing,Food Manufacturing,Manufacturing
311119,31111,3111,311,31-33,Other Animal Food Manufacturing,Animal Food Manufacturing,Animal Food Manufacturing,Food Manufacturing,Manufacturing
311211,31121,3112,311,31-33,Flour Milling,Flour Milling and Malt Manufacturing,Grain and Oilseed Milling,Food Manufacturing,Manufacturing
311212,31121,3112,311,31-33,Rice Milling,Flour Milling and Malt Manufacturing,Grain and Oilseed Milling,Food Manufacturing,Manufacturing
311213,31121,3112,311,31-33,Malt Manufacturing,Flour Milling and Malt Manufacturing,Grain and Oilseed Milling,Food Manufacturing,Manufacturing
311221,31122,3112,311,31-33,Wet Corn Milling,Starch and Vegetable Fats and Oils Manufacturing,Grain and Oilseed Milling,Food Manufacturing,Manufacturing
311224,31122,3112,311,31-33,Soybean and Other Oilseed Processing,Starch and Vegetable Fats and Oils Manufacturing,Grain and Oilseed Milling,Food Manufacturing,Manufacturing
311225,31122,3112,311,31-33,Fats and Oils Refining and Blending,Starch and Vegetable Fats and Oils Manufacturing,Grain and Oilseed Milling,Food Manufacturing,Manufacturing
311230,31123,3112,311,31-33,Breakfast Cereal Manufacturing,Breakfast Cereal Manufacturing,Grain and Oilseed Milling,Food Manufacturing,Manufacturing
311313,31131,3113,311,31-33,Beet Sugar Manufacturing,Sugar Manufacturing,Sugar and Confectionery Product Manufacturing,Food Manufacturing,Manufacturing
311314,31131,3113,311,31-33,Cane Sugar Manufacturing,Sugar Manufacturing,Sugar and Confectionery Product Manufacturing,Food Manufacturing,Manufacturing
311340,31134,3113,311,31-33,Nonchocolate Confectionery Manufacturing,Nonchocolate Confectionery Manufacturing,Sugar and Confectionery Product Manufacturing,Food Manufacturing,Manufacturing
311351,31135,3113,311,31-33,Chocolate and Confectionery Manufacturing from Cacao Beans,Chocolate and Confectionery Manufacturing,Sugar and Confectionery Product Manufacturing,Food Manufacturing,Manufacturing
311352,31135,3113,311,31-33,Confectionery Manufacturing from Purchased Chocolate,Chocolate and Confectionery Manufacturing,Sugar and Confectionery Product Manufacturing,Food Manufacturing,Manufacturing
311411,31141,3114,311,31-33,"Frozen Fruit, Juice, and Vegetable Manufacturing",Frozen Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing,Food Manufacturing,Manufacturing
311412,31141,3114,311,31-33,Frozen Specialty Food Manufacturing,Frozen Food Manufacturing,Fruit and Vegetable Preserving and Specialty Food Manufacturing,Food Manufacturing,Manufacturing
311421,31142,3114,311,31-33,Fruit and Vegetable Canning,"Fruit and Vegetable Canning, Pickling, and Drying",Fruit and Vegetable Preserving and Specialty Food Manufacturing,Food Manufacturing,Manufacturing
311422,31142,3114,311,31-33,Specialty Canning,"Fruit and Vegetable Canning, Pickling, and Drying",Fruit and Vegetable Preserving and Specialty Food Manufacturing,Food Manufacturing,Manufacturing
311423,31142,3114,311,31-33,Dried and Dehydrated Food Manufacturing,"Fruit and Vegetable Canning, Pickling, and Drying",Fruit and Vegetable Preserving and Specialty Food Manufacturing,Food Manufacturing,Manufacturing
311511,31151,3115,311,31-33,Fluid Milk Manufacturing,Dairy Product (except Frozen) Manufacturing,Dairy Product Manufacturing,Food Manufacturing,Manufacturing
311512,31151,3115,311,31-33,Creamery Butter Manufacturing,Dairy Product (except Frozen) Manufacturing,Dairy Product Manufacturing,Food Manufacturing,Manufacturing
311513,31151,3115,311,31-33,Cheese Manufacturing,Dairy Product (except Frozen) Manufacturing,Dairy Product Manufacturing,Food Manufacturing,Manufacturing
311514,31151,3115,311,31-33,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",Dairy Product (except Frozen) Manufacturing,Dairy Product Manufacturing,Food Manufacturing,Manufacturing
311520,31152,3115,311,31-33,Ice Cream and Frozen Dessert Manufacturing,Ice Cream and Frozen Dessert Manufacturing,Dairy Product Manufacturing,Food Manufacturing,Manufacturing
311611,31161,3116,311,31-33,Animal (except Poultry) Slaughtering,Animal Slaughtering and Processing,Animal Slaughtering and Processing,Food Manufacturing,Manufacturing
311612,31161,3116,311,31-33,Meat Processed from Carcasses,Animal Slaughtering and Processing,Animal Slaughtering and Processing,Food Manufacturing,Manufacturing
311613,31161,3116,311,31-33,Rendering and Meat Byproduct Processing,Animal Slaughtering and Processing,Animal Slaughtering and Processing,Food Manufacturing,Manufacturing
311615,31161,3116,311,31-33,Poultry Processing,Animal Slaughtering and Processing,Animal Slaughtering and Processing,Food Manufacturing,Manufacturing
311710,31171,3117,311,31-33,Seafood Product Preparation and Packaging,Seafood Product Preparation and Packaging,Seafood Product Preparation and Packaging,Food Manufacturing,Manufacturing
311811,31181,3118,311,31-33,Retail Bakeries,Bread and Bakery Product Manufacturing,Bakeries and Tortilla Manufacturing,Food Manufacturing,Manufacturing
311812,31181,3118,311,31-33,Commercial Bakeries,Bread and Bakery Product Manufacturing,Bakeries and Tortilla Manufacturing,Food Manufacturing,Manufacturing
311813,31181,3118,311,31-33,"Frozen Cakes, Pies, and Other Pastries Manufacturing",Bread and Bakery Product Manufacturing,Bakeries and Tortilla Manufacturing,Food Manufacturing,Manufacturing
