windc_code,naics_code,bea_code,gsp_code,sctg_code,windc_detail_code,naics_desc,bea_desc,gsp_desc,sctg_desc
fof,1133,,,,,Logging,,,
fof,1141,,,,,Fishing,,,
fof,113,113000,5,25,log_fof,Forestry and logging,Forestry and logging,"Forestry, fishing, and related activities",Logs and Other Wood in the Rough
fof,114,114000,5,,fht_fof,"Fishing, hunting and trapping","Fishing, hunting and trapping","Forestry, fishing, and related activities",
fof,115,115000,5,,saf_fof,Support activities for agriculture and forestry,Support activities for agriculture and forestry,"Forestry, fishing, and related activities",
fof,,113FF,,,,,"Forestry, fishing, and related activities",,
fof,112,,,1,,Animal production and aquaculture,,,Animals and Fish (live)
fpd,3371,,,,,Household and institutional furniture and kitchen cabinet manufacturing,,,
fpd,3372,,,,,Office furniture (including fixtures) manufacturing,,,
fpd,3379,337900,,,ofp_fpd,Other furniture related product manufacturing,Other furniture related product manufacturing,,
fpd,33711,337110,,,cab_fpd,Wood kitchen cabinet and countertop manufacturing,Wood kitchen cabinet and countertop manufacturing,,
fpd,337121,337121,,,uph_fpd,Upholstered household furniture manufacturing,Upholstered household furniture manufacturing,,
fpd,337122,337122,,,nup_fpd,Nonupholstered wood household furniture manufacturing,Nonupholstered wood household furniture manufacturing,,
fpd,337124,33712N,,,ohn_fpd,Metal household furniture manufacturing,Other household nonupholstered furniture,,
fpd,337125,33712N,,,ohn_fpd,Household furniture (except wood and metal) manufacturing,Other household nonupholstered furniture,,
fpd,337127,337127,,,ifm_fpd,Institutional furniture manufacturing,Institutional furniture manufacturing,,
fpd,337211,33721A,,,off_fpd,Wood office furniture manufacturing,Office furniture and custom architectural woodwork and millwork manufacturing,,
fpd,337212,33721A,,,off_fpd,Custom architectural woodwork and millwork manufacturing,Office furniture and custom architectural woodwork and millwork manufacturing,,
fpd,337214,33721A,,,off_fpd,Office furniture (except wood) manufacturing,Office furniture and custom architectural woodwork and millwork manufacturing,,
fpd,337215,337215,,,shv_fpd,"Showcase, partition, shelving, and locker manufacturing","Showcase, partition, shelving, and locker manufacturing",,
fpd,,337,,,,,Furniture and related products,,
fpd,337,,23,39,,Furniture and related product manufacturing,,Furniture and related products manufacturing,"Furniture, Mattresses and Mattress Supports, Lamps, Lighting Fittings, and Illuminated Signs"
gmt,452,452000,,,gmt_gmt,General merchandise stores,General merchandise stores,,
gmt,,452,,,,,General merchandise stores,,
gmt,44-45,,35,,,Retail trade,,Retail trade,
grd,485,485000,41,,grd_grd,Transit and ground passenger transportation,Transit and ground passenger transportation,Transit and ground passenger transportation,
grd,,485,,,,,Transit and ground passenger transportation,,
hos,622,622000,72,,hos_hos,Hospitals,Hospitals,Hospitals and nursing and residential care facilities,
hos,,622,,,,,Hospitals,,
hos,623,,72,,,Nursing and residential care facilities,,Hospitals and nursing and residential care facilities,
hou,,531HSO,,,own_hou,,Owner-occupied housing,,
hou,531,531HST,57,,rnt_hou,Real estate,Tenant-occupied housing,Real estate,
hou,,HS,,,,,Housing,,
imports,,MCIF,,,imports,,,,
industryoutput,,T018,,,industryoutput,,,,
ins,524113,524113,,,dir_ins,Direct life insurance carriers,Direct life insurance carriers,,
ins,524114,5241XX,,,car_ins,Direct health and medical insurance carriers,"Insurance carriers, except direct life",,
ins,52412,5241XX,,,car_ins,"Direct insurance (except life, health, and medical) carriers","Insurance carriers, except direct life",,
ins,52413,5241XX,,,car_ins,Reinsurance carriers,"Insurance carriers, except direct life",,
ins,5242,524200,,,agn_ins,"Agencies, brokerages, and other insurance related activities","Insurance agencies, brokerages, and related activities",,
ins,,524,,,,,Insurance carriers and related activities,,
ins,524,,54,,,Insurance carriers and related activities,,Insurance carriers and related activities,
intelprop,,F02N,,,,,,,
intelprop,,F02N00,,,intelprop,,,,
interm,,T005,,,interm,,,,
leg,5411,541100,61,,leg_leg,Legal services,Legal services,Legal services,
leg,,5411,,,,,Legal services,,
man,55,550000,64,,man_man,Management of companies and enterprises,Management of companies and enterprises,Management of companies and enterprises,
man,,55,,,,,Management of companies and entreprises,,
man,,55,,,,,Management of companies and enterprises,,
margins,,Trade,,,,,,,
margins,,TRADE,,,margins,,,,
mch,3332,,,,,Industrial machinery manufacturing,,,
mch,3333,,,,,Commercial and service industry machinery manufacturing,,,
mch,3334,,,,,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",,,
mch,3335,,,,,Metalworking machinery manufacturing,,,
mch,3336,,,,,"Engine, turbine, and power transmission equipment manufacturing",,,
mch,3339,,,,,Other general purpose machinery manufacturing,,,
mch,333111,333111,,,frm_mch,Farm machinery and equipment manufacturing,Farm machinery and equipment manufacturing,,
mch,333112,333112,,,lwn_mch,Lawn and garden tractor and home lawn and garden equipment manufacturing,Lawn and garden equipment manufacturing,,
mch,33312,333120,,,con_mch,Construction machinery manufacturing,Construction machinery manufacturing,,
mch,33313,333130,,,min_mch,Mining and oil and gas field machinery manufacturing,Mining and oil and gas field machinery manufacturing,,
mch,333242,333242,,,smc_mch,Semiconductor machinery manufacturing,Semiconductor machinery manufacturing,,
mch,333241,33329A,,,oti_mch,Food product machinery manufacturing,Other industrial machinery manufacturing,,
mch,333243,33329A,,,oti_mch,"Sawmill, woodworking, and paper machinery manufacturing",Other industrial machinery manufacturing,,
mch,333244,33329A,,,oti_mch,Printing machinery and equipment manufacturing,Other industrial machinery manufacturing,,
mch,333249,33329A,,,oti_mch,Other industrial machinery manufacturing,Other industrial machinery manufacturing,,
mch,333314,333314,,,opt_mch,Optical instrument and lens manufacturing,Optical instrument and lens manufacturing,,
mch,333316,333316,,,pht_mch,Photographic and photocopying equipment manufacturing,Photographic and photocopying equipment manufacturing,,
mch,333318,333318,,,oci_mch,Other commercial and service industry machinery manufacturing,Other commercial and service industry machinery manufacturing,,
mch,333413,333413,,,air_mch,Industrial and commercial fan and blower and air purification equipment manufacturing,Industrial and commercial fan and blower and air purification equipment manufacturing,,
mch,333414,333414,,,hea_mch,Heating equipment (except warm air furnaces) manufacturing,Heating equipment (except warm air furnaces) manufacturing,,
mch,333415,333415,,,acn_mch,Air-conditioning and warm air heating equipment and commercial and industrial refrigeration equipment manufacturing,"Air conditioning, refrigeration, and warm air heating equipment manufacturing",,
mch,333511,333511,,,imm_mch,Industrial mold manufacturing,Industrial mold manufacturing,,
mch,333517,333517,,,mct_mch,Machine tool manufacturing,Machine tool manufacturing,,
mch,333514,333514,,,spt_mch,"Special die and tool, die set, jig, and fixture manufacturing","Special tool, die, jig, and fixture manufacturing",,
mch,333515,33351B,,,cut_mch,Cutting tool and machine tool accessory manufacturing,"Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing",,
mch,333519,33351B,,,cut_mch,Rolling mill and other metalworking machinery manufacturing,"Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing",,
mch,333611,333611,,,tbn_mch,Turbine and turbine generator set units manufacturing,Turbine and turbine generator set units manufacturing,,
mch,333612,333612,,,spd_mch,"Speed changer, industrial high-speed drive, and gear manufacturing","Speed changer, industrial high-speed drive, and gear manufacturing",,
mch,333613,333613,,,mch_mch,Mechanical power transmission equipment manufacturing,Mechanical power transmission equipment manufacturing,,
mch,333618,333618,,,oee_mch,Other engine equipment manufacturing,Other engine equipment manufacturing,,
mch,333911,33391A,,,ppe_mch,,Pump and pumping equipment manufacturing,,
mch,333913,33391A,,,ppe_mch,,Pump and pumping equipment manufacturing,,
mch,333912,333912,,,agc_mch,Air and gas compressor manufacturing,Air and gas compressor manufacturing,,
mch,33392,333920,,,mat_mch,Material handling equipment manufacturing,Material handling equipment manufacturing,,
mch,333991,333991,,,pwr_mch,Power-driven handtool manufacturing,Power-driven handtool manufacturing,,
mch,333992,33399A,,,ogp_mch,Welding and soldering equipment manufacturing,Other general purpose machinery manufacturing,,
mch,333997,33399A,,,ogp_mch,Scale and balance manufacturing,Other general purpose machinery manufacturing,,
mch,333999,33399A,,,ogp_mch,All other miscellaneous general purpose machinery manufacturing,Other general purpose machinery manufacturing,,
mch,333993,333993,,,pkg_mch,Packaging machinery manufacturing,Packaging machinery manufacturing,,
mch,333994,333994,,,ipf_mch,Industrial process furnace and oven manufacturing,Industrial process furnace and oven manufacturing,,
mch,333995,33399B,,,fld_mch,Fluid power cylinder and actuator manufacturing,Fluid power process machinery,,
mch,333996,33399B,,,fld_mch,Fluid power pump and motor manufacturing,Fluid power process machinery,,
mch,,333,,,,,Machinery,,
mch,333,,18,34,,Machinery manufacturing,,Machinery manufacturing,Machinery
min,2121,212100,,,col_min,Coal mining,Coal mining,,
min,2122,,,,,Metal ore mining,,,
min,2123,,,,,Nonmetallic mineral mining and quarrying,,,
min,21221,2122A0,,,ore_min,Iron ore mining,"Iron, gold, silver, and other metal ore mining",,
min,21222,2122A0,,,ore_min,Gold ore and silver ore mining,"Iron, gold, silver, and other metal ore mining",,
min,21229,2122A0,,,ore_min,Other metal ore mining,"Iron, gold, silver, and other metal ore mining",,
min,21223,212230,,,led_min,"Copper, nickel, lead, and zinc mining","Copper, nickel, lead, and zinc mining",,
min,21231,212310,,,stn_min,Stone mining and quarrying,Stone mining and quarrying,,
min,21232,2123A0,,,oth_min,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying",Other nonmetallic mineral mining and quarrying,,
min,21239,2123A0,,,oth_min,Other nonmetallic mineral mining and quarrying,Other nonmetallic mineral mining and quarrying,,
min,,212,,,,,"Mining, except oil and gas",,
min,212,,8,10,,Mining (except oil and gas),,"Mining, except oil and gas",Monumental or Building Stone
min,212,,8,11,,Mining (except oil and gas),,"Mining, except oil and gas",Natural Sands
min,212,,8,12,,Mining (except oil and gas),,"Mining, except oil and gas",Gravel and Crushed Stone (excludes Dolomite and Slate)
min,212,,8,13,,Mining (except oil and gas),,"Mining, except oil and gas",Other Non-Metallic Minerals not elsewhere classified
min,212,,8,14,,Mining (except oil and gas),,"Mining, except oil and gas",Metallic Ores and Concentrates
mmf,3391,,,,,Medical equipment and supplies manufacturing,,,
mmf,3399,,,,,Other miscellaneous manufacturing,,,
mmf,339112,339112,,,smi_mmf,Surgical and medical instrument manufacturing,Surgical and medical instrument manufacturing,,
mmf,339113,339113,,,sas_mmf,Surgical appliance and supplies manufacturing,Surgical appliance and supplies manufacturing,,
mmf,339114,339114,,,dnt_mmf,Dental equipment and supplies manufacturing,Dental equipment and supplies manufacturing,,
mmf,339115,339115,,,oph_mmf,Ophthalmic goods manufacturing,Ophthalmic goods manufacturing,,
mmf,339116,339116,,,dlb_mmf,Dental laboratories,Dental laboratories,,
mmf,33991,339910,,,jwl_mmf,Jewelry and silverware manufacturing,Jewelry and silverware manufacturing,,
mmf,33992,339920,,,ath_mmf,Sporting and athletic goods manufacturing,Sporting and athletic goods manufacturing,,
mmf,33993,339930,,,toy_mmf,"Doll, toy, and game manufacturing","Doll, toy, and game manufacturing",,
mmf,33994,339940,,,ofm_mmf,Office supplies (except paper) manufacturing,Office supplies (except paper) manufacturing,,
mmf,33995,339950,,,sgn_mmf,Sign manufacturing,Sign manufacturing,,
mmf,33999,339990,,,omm_mmf,All other miscellaneous manufacturing,All other miscellaneous manufacturing,,
mmf,,339,,,,,Miscellaneous manufacturing,,
mmf,339,,24,38,,Miscellaneous manufacturing,,Miscellaneous manufacturing,Precision Instruments and Apparatus
mmf,339,,24,40,,Miscellaneous manufacturing,,Miscellaneous manufacturing,Miscellaneous Manufactured Products
mot,3361,,21,,,Motor vehicle manufacturing,,"Motor vehicles, bodies and trailers, and parts manufacturing",
mot,3362,,21,,,Motor vehicle body and trailer manufacturing,,"Motor vehicles, bodies and trailers, and parts manufacturing",
mot,3363,,21,,,Motor vehicle parts manufacturing,,"Motor vehicles, bodies and trailers, and parts manufacturing",
mot,336111,336111,,,atm_mot,Automobile manufacturing,Automobile manufacturing,,
mot,336112,336112,,,ltr_mot,Light truck and utility vehicle manufacturing,Light truck and utility vehicle manufacturing,,
mot,33612,336120,,,htr_mot,Heavy duty truck manufacturing,Heavy duty truck manufacturing,,
mot,336211,336211,,,mbd_mot,Motor vehicle body manufacturing,Motor vehicle body manufacturing,,
mot,336212,336212,,,trl_mot,Truck trailer manufacturing,Truck trailer manufacturing,,
mot,336213,336213,,,hom_mot,Motor home manufacturing,Motor home manufacturing,,
mot,336214,336214,,,cam_mot,Travel trailer and camper manufacturing,Travel trailer and camper manufacturing,,
mot,33631,336310,,,gas_mot,Motor vehicle gasoline engine and engine parts manufacturing,Motor vehicle gasoline engine and engine parts manufacturing,,
mot,33632,336320,,,eee_mot,Motor vehicle electrical and electronic equipment manufacturing,Motor vehicle electrical and electronic equipment manufacturing,,
mot,33633,3363A0,,,brk_mot,Motor vehicle steering and suspension components (except spring) manufacturing,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,
mot,33634,3363A0,,,brk_mot,Motor vehicle brake system manufacturing,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",,
mot,33635,336350,,,tpw_mot,Motor vehicle transmission and power train parts manufacturing,Motor vehicle transmission and power train parts manufacturing,,
mot,33636,336360,,,trm_mot,Motor vehicle seating and interior trim manufacturing,Motor vehicle seating and interior trim manufacturing,,
mot,33637,336370,,,stm_mot,Motor vehicle metal stamping,Motor vehicle metal stamping,,
mot,33639,336390,,,omv_mot,Other motor vehicle parts manufacturing,Other motor vehicle parts manufacturing,,
mot,,3361MV,,,,,"Motor vehicles, bodies and trailers, and parts",,
mot,336,,,36,,Transportation equipment manufacturing,,,Motorized and Other Vehicles (includes parts)
mov,5121,512100,,,pic_mov,Motion picture and video industries,Motion picture and video industries,,
mov,5122,512200,,,snd_mov,Sound recording industries,Sound recording industries,,
mov,,512,,,,,Motion picture and sound recording industries,,
mov,512,,47,,,Motion picture and sound recording industries,,Motion picture and sound recording industries,
mvt,441,441000,,,mvt_mvt,Motor vehicle and parts dealers,Motor vehicle and parts dealers,,
mvt,,441,,,,,Motor vehicle and parts dealers,,
mvt,44-45,,35,,,Retail trade,,Retail trade,
nmp,3271,327100,,,cly_nmp,Clay product and refractory manufacturing,Clay product and refractory manufacturing,,
nmp,3272,327200,,,gla_nmp,Glass and glass product manufacturing,Glass and glass product manufacturing,,
nmp,3273,,,,,Cement and concrete product manufacturing,,,
nmp,3274,327400,,,lme_nmp,Lime and gypsum product manufacturing,Lime and gypsum product manufacturing,,
nmp,3279,,,,,Other nonmetallic mineral product manufacturing,,,
nmp,32731,327310,,,cmt_nmp,Cement manufacturing,Cement manufacturing,,
nmp,32732,327320,,,cnc_nmp,Ready-mix concrete manufacturing,Ready-mix concrete manufacturing,,
nmp,32733,327330,,,cpb_nmp,"Concrete pipe, brick, and block manufacturing","Concrete pipe, brick, and block manufacturing",,
nmp,32739,327390,,,ocp_nmp,Other concrete product manufacturing,Other concrete product manufacturing,,
nmp,32791,327910,,,abr_nmp,Abrasive product manufacturing,Abrasive product manufacturing,,
nmp,327991,327991,,,cut_nmp,Cut stone and stone product manufacturing,Cut stone and stone product manufacturing,,
nmp,327992,327992,,,tmn_nmp,Ground or treated mineral and earth manufacturing,Ground or treated mineral and earth manufacturing,,
nmp,327993,327993,,,wol_nmp,Mineral wool manufacturing,Mineral wool manufacturing,,
nmp,327999,327999,,,mnm_nmp,All other miscellaneous nonmetallic mineral product manufacturing,Miscellaneous nonmetallic mineral products,,
nmp,,327,,,,,Nonmetallic mineral products,,
nmp,327,,15,31,,Nonmetallic mineral product manufacturing,,Nonmetallic mineral products manufacturing,Non-Metallic Mineral Products
nondefense,,F07C,,,,,,,
nondefense,,F07C00,,,nondefense,,,,
nrs,6231,623A00,,,ncc_nrs,Nursing care facilities (skilled nursing facilities),Nursing and community care facilities,,
nrs,6233,623A00,,,ncc_nrs,Continuing care retirement communities and assisted living facilities for the elderly,Nursing and community care facilities,,
nrs,6232,623B00,,,res_nrs,"Residential intellectual and developmental disability, mental health, and substance abuse facilities","Residential mental health, substance abuse, and other residential care facilities",,
nrs,6239,623B00,,,res_nrs,Other residential care facilities,"Residential mental health, substance abuse, and other residential care facilities",,
nrs,,623,,,,,Nursing and residential care facilities,,
nrs,622,,72,,,Hospitals,,Hospitals and nursing and residential care facilities,
nrs,623,,72,,,Nursing and residential care facilities,,Hospitals and nursing and residential care facilities,
oil,2111,,,,,Oil and gas extraction,,,
oil,211,211000,7,,oil_oil,Oil and gas extraction,Oil and gas extraction,Oil and gas extraction,
oil,,211,,,,,Oil and gas extraction,,
oil,324,,,17,,Petroleum and coal products manufacturing,,,"Gasoline, Aviation Turbine Fuel, and Ethanol (includes Kerosene, and Fuel Alcohols)"
oil,324,,,18,,Petroleum and coal products manufacturing,,,"Fuel Oils (includes Diesel, Bunker C, and Biodiesel)"
ore,531,531ORE,57,,ore_ore,Real estate,Other real estate,Real estate,
ore,,ORE,,,,,Other real estate,,
osv,8111,811100,,,atr_osv,Automotive repair and maintenance,Automotive repair and maintenance (including car washes),,
osv,8112,811200,,,eqr_osv,Electronic and precision equipment repair and maintenance,Electronic and precision equipment repair and maintenance,,
osv,8113,811300,,,imr_osv,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,Commercial and industrial machinery and equipment repair and maintenance,,
osv,8114,811400,,,hgr_osv,Personal and household goods repair and maintenance,Personal and household goods repair and maintenance,,
osv,8121,812100,,,pcs_osv,Personal care services,Personal care services,,
osv,8122,812200,,,fun_osv,Death care services,Death care services,,
osv,8123,812300,,,dry_osv,Drycleaning and laundry services,Dry-cleaning and laundry services,,
osv,8129,812900,,,ops_osv,Other personal services,Other personal services,,
osv,8131,813100,,,rel_osv,Religious organizations,Religious organizations,,
osv,8132,813A00,,,grt_osv,Grantmaking and giving services,"Grantmaking, giving, and social advocacy organizations",,
osv,8133,813A00,,,grt_osv,Social advocacy organizations,"Grantmaking, giving, and social advocacy organizations",,
osv,8134,813B00,,,civ_osv,Civic and social organizations,"Civic, social, professional, and similar organizations",,
osv,8139,813B00,,,civ_osv,"Business, professional, labor, political, and similar organizations","Civic, social, professional, and similar organizations",,
osv,814,814000,,,prv_osv,Private households,Private households,,
osv,,81,,,,,"Other services, except government",,
osv,81,,81,,,Other services (except public administration),,"Other services, except government",
ote,3364,,22,,,Aerospace product and parts manufacturing,,Other transportation equipment manufacturing,
ote,3365,336500,22,,rrd_ote,Railroad rolling stock manufacturing,Railroad rolling stock manufacturing,Other transportation equipment manufacturing,
ote,3366,,22,,,Ship and boat building,,Other transportation equipment manufacturing,
ote,3369,,22,,,Other transportation equipment manufacturing,,Other transportation equipment manufacturing,
ote,336411,336411,,,air_ote,Aircraft manufacturing,Aircraft manufacturing,,
ote,336412,336412,,,aen_ote,Aircraft engine and engine parts manufacturing,Aircraft engine and engine parts manufacturing,,
ote,336413,336413,,,oar_ote,Other aircraft parts and auxiliary equipment manufacturing,Other aircraft parts and auxiliary equipment manufacturing,,
ote,336414,336414,,,mis_ote,Guided missile and space vehicle manufacturing,Guided missile and space vehicle manufacturing,,
ote,336415,33641A,,,pro_ote,Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing,Propulsion units and parts for space vehicles and guided missiles,,
ote,336419,33641A,,,pro_ote,Other guided missile and space vehicle parts and auxiliary equipment manufacturing,Propulsion units and parts for space vehicles and guided missiles,,
ote,336611,336611,,,shp_ote,Ship building and repairing,Ship building and repairing,,
ote,336612,336612,,,bot_ote,Boat building,Boat building,,
ote,336991,336991,,,mcl_ote,"Motorcycle, bicycle, and parts manufacturing","Motorcycle, bicycle, and parts manufacturing",,
ote,336992,336992,,,mlt_ote,"Military armored vehicle, tank, and tank component manufacturing","Military armored vehicle, tank, and tank component manufacturing",,
ote,336999,336999,,,otm_ote,All other transportation equipment manufacturing,All other transportation equipment manufacturing,,
ote,,3364OT,,,,,Other transportation equipment,,
ote,336,,,37,,Transportation equipment manufacturing,,,"Transportation Equipment, not elsewhere classified"
oth,9800,,,,,,,,
oth,9900,,,,,,,,
oth,,S00300,,,imp_oth,,Noncomparable imports,,
oth,,S00900,,,rwa_oth,,Rest of the world adjustment,,
oth,,Other,,,,,Noncomparable imports and rest-of-the-world adjustment,,
othtax,,T00OTOP,,,othtax,,,,
otr,487,48A000,43,,sce_otr,Scenic and sightseeing transportation,Scenic and sightseeing transportation and support activities,Other transportation and support activities,
otr,488,48A000,43,,sce_otr,Support activities for transportation,Scenic and sightseeing transportation and support activities,Other transportation and support activities,
otr,492,492000,43,,mes_otr,Couriers and messengers,Couriers and messengers,Other transportation and support activities,
otr,,487OS,,,,,Other transportation and support activities,,
ott,444,444000,,,bui_ott,Building material and garden equipment and supplies dealers,Building material and garden equipment and supplies dealers,,
ott,446,446000,,,hea_ott,Health and personal care stores,Health and personal care stores,,
ott,447,447000,,,gas_ott,Gasoline stations,Gasoline stations,,
ott,448,448000,,,clo_ott,Clothing and clothing accessories stores,Clothing and clothing accessories stores,,
ott,454,454000,,,non_ott,Nonstore retailers,Nonstore retailers,,
ott,442,4B0000,,,oth_ott,Furniture and home furnishings stores,All other retail,,
ott,443,4B0000,,,oth_ott,Electronics and appliance stores,All other retail,,
ott,451,4B0000,,,oth_ott,"Sporting goods, hobby, musical instrument, and book stores",All other retail,,
ott,453,4B0000,,,oth_ott,Miscellaneous store retailers,All other retail,,
ott,,4A0,,,,,Other retail,,
ott,44-45,,35,,,Retail trade,,Retail trade,
output,,T007,,,output,,,,
pce,,F010,,,,,,,
pce,,F01000,,,pce,,,,
pet,3241,,,,,Petroleum and coal products manufacturing,,,
pet,32411,324110,,,ref_pet,Petroleum refineries,Petroleum refineries,,
pet,324121,324121,,,pav_pet,Asphalt paving mixture and block manufacturing,Asphalt paving mixture and block manufacturing,,
pet,324122,324122,,,shn_pet,Asphalt shingle and coating materials manufacturing,Asphalt shingle and coating materials manufacturing,,
pet,32419,324190,,,oth_pet,Other petroleum and coal products manufacturing,Other petroleum and coal products manufacturing,,
pet,,324,,,,,Petroleum and coal products,,
pet,324,,31,19,,Petroleum and coal products manufacturing,,Petroleum and coal products manufacturing,"Other Coal and Petroleum Products, not elsewhere classified"
pip,486,486000,42,,pip_pip,Pipeline transportation,Pipeline transportation,Pipeline transportation,
pip,,486,,,,,Pipeline transportation,,
pla,3261,,,,,Plastics product manufacturing,,,
pla,3262,,,,,Rubber product manufacturing,,,
pla,32611,326110,,,plm_pla,Plastics packaging materials and unlaminated film and sheet manufacturing,Plastics packaging materials and unlaminated film and sheet manufacturing,,
pla,32612,326120,,,ppp_pla,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing","Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",,
pla,32613,326130,,,lam_pla,"Laminated plastics plate, sheet (except packaging), and shape manufacturing","Laminated plastics plate, sheet (except packaging), and shape manufacturing",,
pla,32614,326140,,,fom_pla,Polystyrene foam product manufacturing,Polystyrene foam product manufacturing,,
pla,32615,326150,,,ure_pla,Urethane and other foam product (except polystyrene) manufacturing,Urethane and other foam product (except polystyrene) manufacturing,,
pla,32616,326160,,,bot_pla,Plastics bottle manufacturing,Plastics bottle manufacturing,,
pla,32619,326190,,,opm_pla,Other plastics product manufacturing,Other plastics product manufacturing,,
pla,32621,326210,,,tir_pla,Tire manufacturing,Tire manufacturing,,
pla,32622,326220,,,rbr_pla,Rubber and plastics hoses and belting manufacturing,Rubber and plastics hoses and belting manufacturing,,
pla,32629,326290,,,orb_pla,Other rubber product manufacturing,Other rubber product manufacturing,,
pla,,326,,,,,Plastics and rubber products,,
pla,326,,33,24,,Plastics and rubber products manufacturing,,Plastics and rubber products manufacturing,Plastics and Rubber
pmt,3311,331110,,,irn_pmt,Iron and steel mills and ferroalloy manufacturing,Iron and steel mills and ferroalloy manufacturing,,
pmt,3312,331200,,,stl_pmt,Steel product manufacturing from purchased steel,Steel product manufacturing from purchased steel,,
pmt,3313,,,,,Alumina and aluminum production and processing,,,
pmt,3314,,,,,Nonferrous metal (except aluminum) production and processing,,,
pmt,331313,331313,,,ala_pmt,Alumina refining and primary aluminum production,Alumina refining and primary aluminum production,,
pmt,331314,331314,,,sme_pmt,Secondary smelting and alloying of aluminum,Secondary smelting and alloying of aluminum,,
pmt,331315,33131B,,,alu_pmt,"Aluminum sheet, plate, and foil manufacturing",Aluminum product manufacturing from purchased aluminum,,
pmt,331318,33131B,,,alu_pmt,"Other aluminum rolling, drawing, and extruding",Aluminum product manufacturing from purchased aluminum,,
pmt,331410,331410,,,nms_pmt,Nonferrous metal (except aluminum) smelting and refining,Nonferrous metal (except aluminum) smelting and refining,,
pmt,33142,331420,,,cop_pmt,"Copper rolling, drawing, extruding, and alloying","Copper rolling, drawing, extruding and alloying",,
pmt,33149,331490,,,nfm_pmt,"Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying","Nonferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying",,
pmt,33151,331510,,,fmf_pmt,Ferrous metal foundries,Ferrous metal foundries,,
pmt,33152,331520,,,nff_pmt,Nonferrous metal foundries,Nonferrous metal foundries,,
pmt,,331,,,,,Primary metals,,
pmt,331,,16,32,,Primary metal manufacturing,,Primary metals manufacturing,Base Metal in Primary or Semi-Finished Forms and in Finished Basic Shapes
ppd,3221,,,,,"Pulp, paper, and paperboard mills",,,
ppd,3222,,,,,Converted paper product manufacturing,,,
ppd,32211,322110,,,plp_ppd,Pulp mills,Pulp mills,,
ppd,32212,322120,,,ppm_ppd,Paper mills,Paper mills,,
ppd,32213,322130,,,pbm_ppd,Paperboard mills,Paperboard mills,,
ppd,32221,322210,,,pbc_ppd,Paperboard container manufacturing,Paperboard container manufacturing,,
ppd,32222,322220,,,ppb_ppd,Paper bag and coated and treated paper manufacturing,Paper bag and coated and treated paper manufacturing,,
ppd,32223,322230,,,sta_ppd,Stationery product manufacturing,Stationery product manufacturing,,
ppd,322291,322291,,,toi_ppd,Sanitary paper product manufacturing,Sanitary paper product manufacturing,,
ppd,322299,322299,,,opp_ppd,All other converted paper product manufacturing,All other converted paper product manufacturing,,
ppd,,322,,,,,Paper products,,
ppd,322,,29,27,,Paper manufacturing,,Paper products manufacturing,"Pulp, Newsprint, Paper, and Paperboard"
ppd,322,,29,28,,Paper manufacturing,,Paper products manufacturing,Paper or Paperboard Articles
pri,3231,,,,,Printing and related support activities,,,
pri,32311,323110,,,pri_pri,Printing,Printing,,
pri,32312,323120,,,sap_pri,Support activities for printing,Support activities for printing,,
pri,,323,,,,,Printing and related support activities,,
pri,323,,30,29,,Printing and related support activities,,Printing and related support activities,Printed Products
pub,5112,,,,,Software publishers,,,
pub,51111,511110,,,new_pub,Newspaper publishers,Newspaper publishers,,
pub,51112,511120,,,pdl_pub,Periodical publishers,Periodical publishers,,
pub,51113,511130,,,bok_pub,Book publishers,Book publishers,,
pub,51114,5111A0,,,mal_pub,Directory and mailing list publishers,"Directory, mailing list, and other publishers",,
pub,51119,5111A0,,,mal_pub,Other publishers,"Directory, mailing list, and other publishers",,
pub,51121,511200,,,sfw_pub,Software publishers,Software publishers,,
pub,,511,,,,,"Publishing industries, except internet (includes software)",,
pub,511,,46,,,Publishing industries (except internet),,"Publishing industries, except Internet (includes software)",
rec,7131,713100,,,amu_rec,Amusement parks and arcades,Amusement parks and arcades,,
rec,7132,713200,,,cas_rec,Gambling industries,Gambling industries (except casino hotels),,
rec,7139,713900,,,ori_rec,Other amusement and recreation industries,Other amusement and recreation industries,,
rec,,713,,,,,"Amusements, gambling, and recreation industries",,
rec,713,,77,,,"Amusement, gambling, and recreation industries",,"Amusements, gambling, and recreation industries",
res,722511,722110,,,ful_res,Full-service restaurants,Full-service restaurants,,
res,722513,722211,,,lim_res,Limited-service restaurants,Limited-service restaurants,,
res,7223,722A00,,,ofd_res,Special food services,All other food and drinking places,,
res,7224,722A00,,,ofd_res,Drinking places (alcoholic beverages),All other food and drinking places,,
